_id,comment,sentiment
67bf2f82be95c2ae0c8c867a,Sorloth vit ses noces tjrs avec fcb,0
67bf2f82be95c2ae0c8c867b,Que mierda de narradores,0
67bf2f82be95c2ae0c8c867c,انا جوليا الداودي من غزه ابي وامي التشهد و راح اموت من الفرحه إذا جاني شعاار اشترااك جديد,0
67bf2f82be95c2ae0c8c867d,This thing has no commentary,0
67bf2f82be95c2ae0c8c867e,Gollllllllllll,0
67bf2f82be95c2ae0c8c867f,"Loved the content, keep it coming!",0.875
67bf2f82be95c2ae0c8c8680,we got robbed (barcelona) clearly a pen for lamine,0.10000000000000002
67bf30e6d5185374cedae9ba,"👋 This video offers MULTIPLE MATCH COMMENTARY OPTIONS to enhance your viewing experience:🎧\r\n\r\nHow to Switch Audio Tracks:\r\n Click on the settings icon (⚙) in the video player.\r\n Select Audio Track or Language.\r\n Choose your desired option: English, Spanish, or Catalan.\r\n\r\nLet us know in the comments which commentary you enjoyed the most! 🎤👇",0.2041666666666667
67bf30e6d5185374cedae9bb,3:18 Lewie you need to score those sitters 😢,0
67bf30e6d5185374cedae9bc,Peak match\nThere is 2nd leg btw atleti🔥,0
67bf30e6d5185374cedae9bd,Ferran un water 😂,0
67bf30e6d5185374cedae9be,Hansi Flick la ha cagado con los cambios. No puedes quitar a Pedri que es el mejor jugador del equipo y del partido para sacar a Fermín y a Eric García que ni siquiera tocó balón. Es vender el partido.,0
67bf30e6d5185374cedae9bf,"Fantastic video, really appreciate your effort!",0.325
67bf30e6d5185374cedae9c0,Barcelona es mejor,0
67bf30e6d5185374cedae9c1,Uyyy,0
67bf30e6d5185374cedae9c2,Really appreciate the insights in this video.,0.2
67bf30e6d5185374cedae9c3,El atlético hubiera humillado al barca si ponían portero.,0
67bf30e6d5185374cedae9c4,"Your videos are always so helpful, thank you!",0
67bf30e6d5185374cedae9c5,"Fantastic explanation, thank you!",0.5
67bf30e6d5185374cedae9c6,Barca started to celebrate too early. This time wrong bench decisions taking out Pedri out - the game got out of control ...,-0.26666666666666666
67bf30e6d5185374cedae9c7,"Your videos are always so helpful, thank you!",0
67bf30e6d5185374cedae9c8,"This video was amazing, learned a lot.",0.6000000000000001
67bf30e6d5185374cedae9c9,Lewa is onfire,0
67bf30e6d5185374cedae9ca,Sorloth you LEGEND🎉🎉🎉\nTHANK YOU FOR SHUTTING THESE STINKY BARCELONA MOUTHS,0
67bf30e6d5185374cedae9cb,"Fantastic explanation, thank you!",0.5
67bf30e6d5185374cedae9cc,Thank you for the great content!,1
67bf30e6d5185374cedae9cd,Yamal is the GOAT right now🎉,0.2857142857142857
67bf30e6d5185374cedae9ce,"This video was amazing, learned a lot.",0.6000000000000001
67bf30e6d5185374cedae9cf,"Loved this video, keep up the great work!",0.85
67bf30e6d5185374cedae9d0,Really appreciate the insights in this video.,0.2
67bf30e6d5185374cedae9d1,Thank you for the great content!,1
67bf30e6d5185374cedae9d2,"You explained this so well, thank you!",0
67bf30e6d5185374cedae9d3,"This was super helpful, thanks!",0.29166666666666663
67bf30e6d5185374cedae9d4,"Thank you for this video, very enlightening!",0.48750000000000004
67bf30e6d5185374cedae9d5,Thank you for the great content!,1
67bf30e6d5185374cedae9d6,Ferraaaaaaaaaaaaan,0
67bf30e6d5185374cedae9d7,Thanks for 29.5k subscribers❤,0.2
67bf30e6d5185374cedae9d8,"This was super helpful, thanks!",0.29166666666666663
67bf30e6d5185374cedae9d9,"Thank you for this video, very enlightening!",0.48750000000000004
67bf30e6d5185374cedae9da,"Атлетико, пропускающий дважды с угловых - это просто позор!!! Когда такое было раньше при Диего Године?! Да они за весь сезон ни разу с угловых не пропускали в былые годы.",0
67bf30e6d5185374cedae9db,Really appreciate the insights in this video.,0.2
67bf30e6d5185374cedae9dc,"Awesome video, looking forward to the next one!",0.5
67bf30e6d5185374cedae9dd,Great video! Really enjoyed it.,0.75
